ID	x	y	edge	border	river	road	habitat
3120	261162.60	9135868.69	453.74	6114.96	720.20	6313.79	Montane
3121	261262.60	9135868.69	390.47	6017.62	660.66	6214.79	Montane
3122	261362.60	9135868.69	344.83	5920.33	602.60	6115.83	Montane
3123	261462.60	9135868.69	316.32	5823.14	549.45	6016.90	Montane
3124	261562.60	9135868.69	307.78	5726.04	489.61	5918.01	Montane
3125	261662.60	9135868.69	268.24	5629.05	423.03	5819.16	Montane
3126	261762.60	9135868.69	224.58	5532.16	360.31	5720.35	Montane
3127	261862.60	9135868.69	182.87	5435.38	299.91	5621.57	Montane
3128	261962.60	9135868.69	151.67	5338.72	247.03	5522.85	Deciduous
3129	262062.60	9135868.69	122.86	5242.19	191.36	5424.17	Montane
3130	262162.60	9135868.69	109.11	5145.79	133.20	5325.53	Montane
3131	262262.60	9135868.69	102.76	5049.53	58.46	5226.96	Montane
3132	262362.60	9135868.69	67.01	4953.42	18.47	5128.43	Montane
3133	262462.60	9135868.69	63.23	4857.47	95.41	5029.97	Deciduous
3134	262562.60	9135868.69	81.95	4761.68	174.39	4931.56	Deciduous
3135	262662.60	9135868.69	144.66	4666.07	255.81	4833.22	Deciduous
3136	262762.60	9135868.69	225.23	4570.65	337.23	4734.95	Deciduous
3137	262862.60	9135868.69	311.62	4475.42	419.12	4636.76	Deciduous
3138	262962.60	9135868.69	403.34	4380.41	506.05	4538.64	Montane
3139	263062.60	9135868.69	495.77	4285.63	449.31	4440.60	Deciduous
3140	263162.60	9135868.69	588.97	4191.09	350.83	4342.58	Deciduous
3141	263262.60	9135868.69	682.56	4096.81	252.34	4244.55	Deciduous
3142	263362.60	9135868.69	777.63	4002.81	153.86	4146.53	Deciduous
3143	263462.60	9135868.69	873.80	3909.10	55.39	4048.50	Deciduous
3144	263562.60	9135868.69	970.75	3815.71	29.21	3950.48	Deciduous
3145	263662.60	9135868.69	1068.26	3722.67	108.05	3852.45	Deciduous
3146	263762.60	9135868.69	1166.20	3630.00	186.83	3754.47	Deciduous
3147	263862.60	9135868.69	1264.45	3537.72	258.16	3656.59	Deciduous
3148	263962.60	9135868.69	1362.96	3445.88	329.65	3558.83	Deciduous
3149	264062.60	9135868.69	1461.67	3354.51	408.73	3461.20	Deciduous
3150	264162.60	9135868.69	1560.55	3263.64	450.64	3363.70	Deciduous
3151	264262.60	9135868.69	1659.56	3173.31	354.64	3266.36	Deciduous
3152	264362.60	9135868.69	1758.68	3083.59	261.65	3169.18	Deciduous
3153	264462.60	9135868.69	1763.80	2994.52	176.50	3072.19	Deciduous
3154	264562.60	9135868.69	1747.25	2906.16	117.67	2975.39	Deciduous
3155	264662.60	9135868.69	1735.82	2818.57	128.60	2878.81	Deciduous
3156	264762.60	9135868.69	1727.47	2731.84	198.06	2782.39	Deciduous
3157	264862.60	9135868.69	1724.81	2645.78	286.22	2685.97	Deciduous
3158	264962.60	9135868.69	1725.69	2557.15	380.28	2589.55	Deciduous
3159	265062.60	9135868.69	1731.76	2465.03	476.76	2493.13	Deciduous
3160	265162.60	9135868.69	1743.55	2372.92	473.04	2396.75	Deciduous
3161	265262.60	9135868.69	1760.95	2280.81	383.80	2300.64	Deciduous
3162	265362.60	9135868.69	1783.80	2188.86	294.65	2204.87	Deciduous
3163	265462.60	9135868.69	1810.98	2096.94	205.51	2109.46	Deciduous
3164	265562.60	9135868.69	1841.88	2005.01	116.38	2014.14	Deciduous
3165	265662.60	9135868.69	1875.32	1913.09	37.15	1918.82	Deciduous
3166	265762.60	9135868.69	1910.93	1821.16	39.41	1823.50	Deciduous
3167	265862.60	9135868.69	1951.03	1729.24	94.69	1728.18	Deciduous
3168	265962.60	9135868.69	1891.31	1637.31	134.98	1632.86	Deciduous
3169	266062.60	9135868.69	1795.39	1545.39	165.11	1537.58	Deciduous
3170	266162.60	9135868.69	1699.94	1453.46	194.70	1442.81	Deciduous
3171	266262.60	9135868.69	1604.79	1361.54	223.98	1348.55	Deciduous
3172	266362.60	9135868.69	1509.65	1269.61	140.48	1254.32	Deciduous
3173	266462.60	9135868.69	1414.50	1177.69	67.88	1160.10	Deciduous
3174	266562.60	9135868.69	1319.37	1085.76	60.00	1065.87	Deciduous
3175	266662.60	9135868.69	1224.25	993.84	65.60	971.64	Deciduous
3176	266762.60	9135868.69	1129.13	901.91	52.63	877.23	Deciduous
3177	266862.60	9135868.69	1034.00	810.10	35.86	782.73	Deciduous
3178	266962.60	9135868.69	939.20	719.99	8.49	688.22	Deciduous
3179	267062.60	9135868.69	844.67	632.29	10.39	593.72	Deciduous
3180	267162.60	9135868.69	750.13	544.92	26.68	499.21	Deciduous
3181	267262.60	9135868.69	655.38	457.54	29.01	404.70	Deciduous
3182	267362.60	9135868.69	560.51	368.91	31.55	310.21	Deciduous
3183	267462.60	9135868.69	465.64	272.05	41.19	215.72	Deciduous
3184	267562.60	9135868.69	370.77	175.18	66.10	121.23	Deciduous
3185	267662.60	9135868.69	275.90	78.32	108.40	26.74	Deciduous
3186	260262.60	9135968.69	22.50	7013.93	814.12	7218.97	Montane
3187	260362.60	9135968.69	109.34	6916.59	813.11	7119.92	Montane
3188	260462.60	9135968.69	207.72	6819.25	771.22	7020.89	Montane
3189	260562.60	9135968.69	149.97	6721.91	740.54	6921.90	Montane
3190	260662.60	9135968.69	140.25	6624.57	722.51	6822.93	Montane
3191	260762.60	9135968.69	175.28	6527.23	718.08	6724.00	Montane
3192	260862.60	9135968.69	248.47	6429.89	727.50	6625.10	Montane
3193	260962.60	9135968.69	334.81	6332.63	750.25	6526.23	Montane
3194	261062.60	9135968.69	424.53	6235.44	770.70	6427.39	Montane
3195	261162.60	9135968.69	383.34	6138.35	755.64	6328.60	Montane
3196	261262.60	9135968.69	312.33	6041.35	741.31	6229.84	Montane
3197	261362.60	9135968.69	253.25	5944.46	687.30	6131.12	Montane
3198	261462.60	9135968.69	217.88	5847.66	630.96	6032.44	Montane
3199	261562.60	9135968.69	211.09	5750.98	563.67	5933.81	Montane
3200	261662.60	9135968.69	176.11	5654.41	500.92	5835.22	Montane
3201	261762.60	9135968.69	137.21	5557.97	438.75	5736.69	Montane
3202	261862.60	9135968.69	88.08	5461.65	384.79	5638.20	Montane
3203	261962.60	9135968.69	58.04	5365.46	331.21	5539.77	Deciduous
3204	262062.60	9135968.69	23.99	5269.42	274.44	5441.40	Montane
3205	262662.60	9135968.69	88.20	4696.64	197.75	4852.48	Deciduous
3206	262762.60	9135968.69	180.12	4601.85	282.47	4754.45	Deciduous
3207	262862.60	9135968.69	273.12	4507.29	371.12	4656.43	Deciduous
3208	262962.60	9135968.69	366.40	4412.97	458.68	4558.40	Deciduous
3209	263062.60	9135968.69	461.60	4318.90	467.66	4460.38	Deciduous
3210	263162.60	9135968.69	558.48	4225.10	371.29	4362.35	Deciduous
3211	263262.60	9135968.69	656.30	4131.60	277.49	4264.36	Montane
3212	263362.60	9135968.69	754.69	4038.40	190.13	4166.46	Deciduous
3213	263462.60	9135968.69	853.45	3945.54	111.15	4068.66	Deciduous
3214	263562.60	9135968.69	952.47	3853.04	32.30	3970.97	Deciduous
3215	263662.60	9135968.69	1051.68	3760.92	45.41	3873.40	Deciduous
3216	263762.60	9135968.69	1151.02	3669.21	116.75	3775.96	Deciduous
3217	263862.60	9135968.69	1250.47	3577.95	188.41	3678.65	Deciduous
3218	263962.60	9135968.69	1350.00	3487.17	270.08	3581.49	Deciduous
3219	264062.60	9135968.69	1449.60	3396.90	353.35	3484.49	Deciduous
3220	264162.60	9135968.69	1549.24	3307.20	436.62	3387.67	Deciduous
3221	264262.60	9135968.69	1648.93	3218.10	336.75	3291.04	Deciduous
3222	264362.60	9135968.69	1689.07	3129.66	236.84	3194.59	Deciduous
3223	264462.60	9135968.69	1665.79	3041.94	137.05	3098.17	Deciduous
3224	264562.60	9135968.69	1648.26	2954.99	38.41	3001.75	Deciduous
3225	264662.60	9135968.69	1636.37	2868.82	64.55	2905.33	Deciduous
3226	264762.60	9135968.69	1627.63	2780.30	162.50	2808.91	Deciduous
3227	264862.60	9135968.69	1624.81	2688.19	260.46	2712.66	Deciduous
3228	264962.60	9135968.69	1625.74	2596.07	358.42	2616.68	Deciduous
3229	265062.60	9135968.69	1632.18	2504.00	456.42	2521.02	Deciduous
3230	265162.60	9135968.69	1644.69	2412.08	518.25	2425.66	Deciduous
3231	265262.60	9135968.69	1663.13	2320.15	429.11	2330.34	Deciduous
3232	265362.60	9135968.69	1687.30	2228.23	339.97	2235.02	Deciduous
3233	265462.60	9135968.69	1715.34	2136.30	254.90	2139.70	Deciduous
3234	265562.60	9135968.69	1747.70	2044.38	178.04	2044.38	Deciduous
3235	265662.60	9135968.69	1781.33	1952.45	101.49	1949.06	Deciduous
3236	265762.60	9135968.69	1818.79	1860.53	39.51	1853.80	Deciduous
3237	265862.60	9135968.69	1860.87	1768.60	5.29	1759.01	Deciduous
3238	265962.60	9135968.69	1905.57	1676.68	39.62	1664.72	Deciduous
3239	266062.60	9135968.69	1825.86	1584.75	69.76	1570.49	Deciduous
3240	266162.60	9135968.69	1730.72	1492.83	99.08	1476.26	Deciduous
3241	266262.60	9135968.69	1635.59	1400.90	127.99	1382.03	Deciduous
3242	266362.60	9135968.69	1540.47	1308.98	131.01	1287.80	Deciduous
3243	266462.60	9135968.69	1445.34	1217.05	45.14	1193.44	Deciduous
3244	266562.60	9135968.69	1350.22	1125.13	39.84	1098.93	Deciduous
3245	266662.60	9135968.69	1255.41	1033.54	34.25	1004.43	Deciduous
3246	266762.60	9135968.69	1160.88	943.58	46.26	909.92	Deciduous
3247	266862.60	9135968.69	1066.34	855.68	61.11	815.42	Deciduous
3248	266962.60	9135968.69	971.60	768.30	89.15	720.91	Deciduous
3249	267062.60	9135968.69	876.74	680.93	108.59	626.41	Deciduous
3250	267162.60	9135968.69	781.87	587.49	126.12	531.92	Deciduous
3251	267262.60	9135968.69	687.00	490.62	129.01	437.43	Deciduous
3252	267362.60	9135968.69	592.13	393.75	131.51	342.94	Deciduous
3253	267462.60	9135968.69	497.26	296.89	139.21	248.45	Deciduous
3254	267562.60	9135968.69	402.39	200.02	161.90	153.96	Deciduous
3255	267662.60	9135968.69	306.32	103.16	192.33	59.47	Deciduous
3256	260362.60	9136068.69	105.96	6939.50	726.35	7134.45	Montane
3257	260462.60	9136068.69	139.72	6842.17	679.12	7035.64	Montane
3258	260562.60	9136068.69	68.94	6744.92	644.07	6936.85	Montane
3259	260662.60	9136068.69	40.63	6647.75	623.25	6838.10	Montane
3260	260762.60	9136068.69	111.41	6550.66	618.11	6739.39	Montane
3261	260862.60	9136068.69	201.79	6453.66	629.03	6640.72	Montane
3262	260962.60	9136068.69	298.03	6356.76	655.21	6542.09	Montane
3263	261062.60	9136068.69	362.98	6259.95	673.35	6443.49	Montane
3264	261162.60	9136068.69	324.14	6163.25	656.07	6344.95	Montane
3265	261262.60	9136068.69	242.12	6066.65	653.79	6246.45	Montane
3266	261362.60	9136068.69	170.95	5970.16	666.14	6148.00	Montane
3267	261462.60	9136068.69	122.00	5873.79	670.18	6049.59	Montane
3268	261562.60	9136068.69	111.15	5777.54	641.52	5951.25	Montane
3269	261662.60	9136068.69	84.17	5681.43	578.84	5852.95	Montane
3270	261762.60	9136068.69	45.09	5585.45	522.54	5754.72	Montane
3271	262662.60	9136068.69	50.48	4729.13	147.55	4872.26	Deciduous
3272	262762.60	9136068.69	146.42	4635.01	236.20	4774.26	Deciduous
3273	262862.60	9136068.69	245.49	4541.13	320.36	4676.34	Deciduous
3274	262962.60	9136068.69	345.09	4447.53	404.24	4578.51	Deciduous
3275	263062.60	9136068.69	444.88	4354.21	488.15	4480.78	Deciduous
3276	263162.60	9136068.69	544.74	4261.19	412.41	4383.15	Deciduous
3277	263262.60	9136068.69	644.64	4168.49	330.35	4285.63	Deciduous
3278	263362.60	9136068.69	744.57	4076.14	251.50	4188.22	Deciduous
3279	263462.60	9136068.69	844.52	3984.16	172.66	4090.95	Deciduous
3280	263562.60	9136068.69	944.48	3892.58	96.01	3993.80	Deciduous
3281	263662.60	9136068.69	1044.45	3801.41	24.67	3896.80	Deciduous
3282	263762.60	9136068.69	1144.42	3710.71	48.17	3799.96	Deciduous
3283	263862.60	9136068.69	1244.40	3620.49	131.44	3703.28	Deciduous
3284	263962.60	9136068.69	1344.38	3530.80	214.71	3606.79	Deciduous
3285	264062.60	9136068.69	1444.36	3441.68	297.98	3510.37	Deciduous
3286	264162.60	9136068.69	1544.34	3353.18	382.62	3413.95	Deciduous
3287	264262.60	9136068.69	1623.25	3265.33	347.39	3317.53	Deciduous
3288	264362.60	9136068.69	1592.75	3178.21	249.43	3221.11	Deciduous
3289	264462.60	9136068.69	1568.04	3091.86	151.48	3124.76	Deciduous
3290	264562.60	9136068.69	1549.40	3003.45	51.76	3028.63	Deciduous
3291	264662.60	9136068.69	1536.92	2911.34	48.24	2932.77	Deciduous
3292	264762.60	9136068.69	1527.81	2819.22	148.24	2837.19	Deciduous
3293	264862.60	9136068.69	1524.81	2727.22	248.24	2741.85	Deciduous
3294	264962.60	9136068.69	1525.80	2635.30	348.23	2646.53	Deciduous
3295	265062.60	9136068.69	1532.66	2543.37	448.23	2551.21	Deciduous
3296	265162.60	9136068.69	1545.98	2451.45	548.23	2455.89	Deciduous
3297	265262.60	9136068.69	1565.58	2359.52	476.46	2360.57	Deciduous
3298	265362.60	9136068.69	1591.12	2267.60	395.48	2265.25	Deciduous
3299	265462.60	9136068.69	1620.21	2175.67	318.93	2170.02	Deciduous
3300	265562.60	9136068.69	1653.44	2083.75	242.38	2075.22	Deciduous
3301	265662.60	9136068.69	1688.04	1991.82	174.45	1980.89	Deciduous
3302	265762.60	9136068.69	1727.52	1899.90	128.92	1886.66	Deciduous
3303	265862.60	9136068.69	1771.40	1807.97	85.86	1792.43	Deciduous
3304	265962.60	9136068.69	1816.58	1716.05	55.73	1698.20	Deciduous
3305	266062.60	9136068.69	1856.68	1624.12	25.82	1603.97	Deciduous
3306	266162.60	9136068.69	1761.56	1532.20	3.46	1509.65	Deciduous
3307	266262.60	9136068.69	1666.44	1440.27	31.93	1415.14	Deciduous
3308	266362.60	9136068.69	1571.63	1348.35	54.12	1320.64	Deciduous
3309	266462.60	9136068.69	1477.09	1257.05	68.40	1226.13	Deciduous
3310	266562.60	9136068.69	1382.55	1167.18	85.09	1131.62	Deciduous
3311	266662.60	9136068.69	1287.83	1079.07	93.45	1037.12	Deciduous
3312	266762.60	9136068.69	1192.96	991.69	108.90	942.62	Deciduous
3313	266862.60	9136068.69	1098.09	902.92	134.85	848.13	Deciduous
3314	266962.60	9136068.69	1003.23	806.06	160.70	753.64	Deciduous
3315	267062.60	9136068.69	908.36	709.19	189.22	659.15	Deciduous
3316	267162.60	9136068.69	813.49	612.33	223.23	564.66	Deciduous
3317	267262.60	9136068.69	718.62	515.46	229.00	470.17	Deciduous
3318	267362.60	9136068.69	621.79	418.60	231.47	375.68	Deciduous
3319	267462.60	9136068.69	524.96	320.38	237.22	281.19	Deciduous
3320	267562.60	9136068.69	427.87	221.47	257.74	186.31	Deciduous
3321	267662.60	9136068.69	330.50	122.57	286.38	91.22	Deciduous
3322	260362.60	9136168.69	104.44	6962.97	643.44	7150.36	Montane
3323	260462.60	9136168.69	80.78	6865.97	589.61	7051.77	Montane
3324	260562.60	9136168.69	1.46	6769.06	548.87	6953.21	Montane
3325	260762.60	9136168.69	90.53	6575.52	518.16	6756.23	Montane
3326	260862.60	9136168.69	189.94	6478.89	531.14	6657.81	Montane
3327	260962.60	9136168.69	243.30	6382.37	561.90	6559.43	Montane
3328	261062.60	9136168.69	270.67	6285.95	576.92	6461.10	Montane
3329	261162.60	9136168.69	278.23	6189.65	556.65	6362.83	Montane
3330	261262.60	9136168.69	188.85	6093.47	553.96	6264.61	Montane
3331	261362.60	9136168.69	101.45	5997.42	567.49	6166.45	Montane
3332	261462.60	9136168.69	29.92	5901.50	570.59	6068.35	Montane
3333	262662.60	9136168.69	67.51	4763.50	98.15	4892.93	Deciduous
3334	262762.60	9136168.69	161.01	4670.07	182.03	4795.35	Deciduous
3335	262862.60	9136168.69	255.16	4576.91	265.91	4697.87	Deciduous
3336	262962.60	9136168.69	352.04	4484.05	351.57	4600.50	Deciduous
3337	263062.60	9136168.69	450.29	4391.51	442.86	4503.24	Deciduous
3338	263162.60	9136168.69	549.17	4299.30	470.70	4406.11	Deciduous
3339	263262.60	9136168.69	648.39	4207.44	391.86	4309.11	Deciduous
3340	263362.60	9136168.69	747.82	4115.97	313.01	4212.25	Deciduous
3341	263462.60	9136168.69	847.38	4024.89	237.42	4115.54	Deciduous
3342	263562.60	9136168.69	947.04	3934.26	166.09	4018.99	Deciduous
3343	263662.60	9136168.69	1046.76	3844.09	90.47	3922.56	Deciduous
3344	263762.60	9136168.69	1146.53	3754.41	7.20	3826.15	Deciduous
3345	263862.60	9136168.69	1246.34	3665.27	76.07	3729.73	Deciduous
3346	263962.60	9136168.69	1346.18	3576.70	159.93	3633.31	Deciduous
3347	264062.60	9136168.69	1446.03	3488.76	244.95	3536.90	Deciduous
3348	264162.60	9136168.69	1545.91	3401.47	326.55	3440.67	Deciduous
3349	264262.60	9136168.69	1529.32	3314.91	352.02	3344.65	Deciduous
3350	264362.60	9136168.69	1496.90	3226.60	252.02	3248.88	Deciduous
3351	264462.60	9136168.69	1470.58	3134.49	152.03	3153.37	Deciduous
3352	264562.60	9136168.69	1450.70	3042.38	52.05	3058.04	Deciduous
3353	264662.60	9136168.69	1437.47	2950.44	47.76	2962.72	Deciduous
3354	264762.60	9136168.69	1428.02	2858.51	147.57	2867.40	Deciduous
3355	264862.60	9136168.69	1424.81	2766.59	247.38	2772.08	Deciduous
3356	264962.60	9136168.69	1425.87	2674.66	347.19	2676.76	Deciduous
3357	265062.60	9136168.69	1433.21	2582.74	446.99	2581.45	Deciduous
3358	265162.60	9136168.69	1447.44	2490.81	546.80	2486.25	Deciduous
3359	265262.60	9136168.69	1468.36	2398.89	536.38	2391.44	Deciduous
3360	265362.60	9136168.69	1494.98	2306.96	459.83	2297.05	Deciduous
3361	265462.60	9136168.69	1525.71	2215.04	383.28	2202.82	Deciduous
3362	265562.60	9136168.69	1559.15	2123.11	313.82	2108.60	Deciduous
3363	265662.60	9136168.69	1595.56	2031.19	263.12	2014.37	Deciduous
3364	265762.60	9136168.69	1637.27	1939.26	218.32	1920.14	Deciduous
3365	265862.60	9136168.69	1681.96	1847.34	181.21	1825.86	Deciduous
3366	265962.60	9136168.69	1728.80	1755.41	151.08	1731.35	Deciduous
3367	266062.60	9136168.69	1780.02	1663.49	121.44	1636.84	Deciduous
3368	266162.60	9136168.69	1793.30	1571.62	92.15	1542.34	Deciduous
3369	266262.60	9136168.69	1698.76	1480.58	64.12	1447.83	Deciduous
3370	266362.60	9136168.69	1604.06	1390.78	44.95	1353.33	Deciduous
3371	266462.60	9136168.69	1509.19	1302.46	30.20	1258.83	Deciduous
3372	266562.60	9136168.69	1414.32	1215.08	13.91	1164.34	Deciduous
3373	266662.60	9136168.69	1319.45	1121.49	6.26	1069.85	Deciduous
3374	266762.60	9136168.69	1224.59	1024.63	12.33	975.36	Deciduous
3375	266862.60	9136168.69	1129.72	927.76	38.28	880.87	Deciduous
3376	266962.60	9136168.69	1034.09	829.66	64.09	786.38	Deciduous
3377	267062.60	9136168.69	937.26	730.76	95.12	691.89	Deciduous
3378	267162.60	9136168.69	840.13	631.86	130.28	597.40	Deciduous
3379	267262.60	9136168.69	742.76	532.96	167.16	502.53	Deciduous
3380	267362.60	9136168.69	645.39	434.06	211.18	407.44	Deciduous
3381	267462.60	9136168.69	548.03	335.16	263.52	312.35	Deciduous
3382	267562.60	9136168.69	448.46	236.26	315.26	217.26	Deciduous
3383	267662.60	9136168.69	348.63	137.35	366.20	122.18	Deciduous
3384	267762.60	9136168.69	248.79	38.45	415.87	27.09	Deciduous
3385	260362.60	9136268.69	101.80	6987.79	566.08	7167.63	Montane
3386	260462.60	9136268.69	19.80	6891.14	504.05	7069.27	Montane
3387	260762.60	9136268.69	80.48	6601.79	418.24	6774.50	Montane
3388	260862.60	9136268.69	138.53	6505.55	434.22	6676.35	Montane
3389	260962.60	9136268.69	143.89	6409.43	471.34	6578.25	Montane
3390	261062.60	9136268.69	186.48	6313.43	481.94	6480.21	Montane
3391	261162.60	9136268.69	247.28	6217.56	457.48	6382.18	Montane
3392	261262.60	9136268.69	154.01	6121.82	454.21	6284.16	Montane
3393	261362.60	9136268.69	56.61	6026.22	468.73	6186.13	Montane
3394	262562.60	9136268.69	20.50	4892.70	40.17	5012.78	Deciduous
3395	262662.60	9136268.69	109.99	4799.70	43.71	4915.54	Deciduous
3396	262762.60	9136268.69	201.62	4706.99	128.00	4818.42	Deciduous
3397	262862.60	9136268.69	291.08	4614.58	220.38	4721.42	Deciduous
3398	262962.60	9136268.69	383.39	4522.50	313.89	4624.54	Deciduous
3399	263062.60	9136268.69	477.02	4430.75	407.39	4527.81	Deciduous
3400	263162.60	9136268.69	571.34	4339.38	500.90	4431.21	Deciduous
3401	263262.60	9136268.69	667.27	4248.39	453.36	4334.76	Deciduous
3402	263362.60	9136268.69	764.25	4157.81	378.84	4238.34	Deciduous
3403	263462.60	9136268.69	861.92	4067.68	307.50	4141.92	Deciduous
3404	263562.60	9136268.69	960.07	3978.02	229.11	4045.50	Deciduous
3405	263662.60	9136268.69	1058.56	3888.86	145.84	3949.09	Deciduous
3406	263762.60	9136268.69	1157.31	3800.24	62.57	3852.76	Deciduous
3407	263862.60	9136268.69	1256.27	3712.20	22.27	3756.63	Deciduous
3408	263962.60	9136268.69	1355.37	3624.78	107.29	3660.71	Deciduous
3409	264062.60	9136268.69	1452.90	3538.03	186.20	3565.01	Deciduous
3410	264162.60	9136268.69	1476.75	3449.75	265.06	3469.56	Deciduous
3411	264262.60	9136268.69	1436.21	3357.64	343.89	3374.24	Deciduous
3412	264362.60	9136268.69	1401.64	3265.58	255.85	3278.92	Deciduous
3413	264462.60	9136268.69	1373.50	3173.66	156.66	3183.60	Deciduous
3414	264562.60	9136268.69	1352.18	3081.73	57.48	3088.28	Deciduous
3415	264662.60	9136268.69	1338.02	2989.81	41.83	2992.96	Deciduous
3416	264762.60	9136268.69	1328.26	2897.88	141.79	2897.64	Deciduous
3417	264862.60	9136268.69	1324.81	2805.96	241.78	2802.47	Deciduous
3418	264962.60	9136268.69	1325.95	2714.03	341.78	2707.65	Deciduous
3419	265062.60	9136268.69	1333.84	2622.11	441.78	2613.22	Deciduous
3420	265162.60	9136268.69	1349.12	2530.18	541.78	2518.99	Deciduous
3421	265262.60	9136268.69	1371.53	2438.26	600.72	2424.76	Deciduous
3422	265362.60	9136268.69	1399.17	2346.33	524.36	2330.53	Deciduous
3423	265462.60	9136268.69	1431.54	2254.41	454.46	2236.30	Deciduous
3424	265562.60	9136268.69	1465.36	2162.48	397.63	2142.06	Deciduous
