ID	x	y	edge	border	river	road	habitat
7789	263262.60	9142068.69	1888.68	5833.05	237.75	6245.64	Montane
7790	263362.60	9142068.69	1943.53	5745.64	232.81	6159.18	Montane
7791	263462.60	9142068.69	1987.97	5658.24	243.52	6073.13	Montane
7792	263562.60	9142068.69	2030.50	5570.84	264.93	5987.52	Montane
7793	263662.60	9142068.69	2076.99	5483.43	279.22	5902.36	Montane
7794	263762.60	9142068.69	2127.16	5396.03	299.13	5817.67	Montane
7795	263862.60	9142068.69	2180.77	5308.63	320.74	5733.48	Montane
7796	263962.60	9142068.69	2237.57	5221.22	344.90	5649.80	Montane
7797	264062.60	9142068.69	2297.31	5133.82	372.30	5566.66	Montane
7798	264162.60	9142068.69	2359.79	5046.41	389.84	5480.38	Montane
7799	264262.60	9142068.69	2424.77	4959.01	414.28	5386.36	Montane
7800	264362.60	9142068.69	2492.08	4871.61	414.21	5292.55	Montane
7801	264462.60	9142068.69	2561.52	4784.20	400.77	5198.98	Montane
7802	264562.60	9142068.69	2632.93	4696.80	385.66	5104.24	Montane
7803	264662.60	9142068.69	2706.16	4609.40	370.64	5008.29	Montane
7804	264762.60	9142068.69	2777.09	4521.99	356.04	4912.50	Montane
7805	264862.60	9142068.69	2843.98	4434.59	349.65	4816.89	Montane
7806	264962.60	9142068.69	2911.79	4347.19	331.57	4721.41	Montane
7807	265062.60	9142068.69	2964.44	4259.78	306.14	4625.95	Montane
7808	265162.60	9142068.69	3013.33	4172.38	301.24	4530.49	Montane
7809	265262.60	9142068.69	3064.69	4084.98	300.85	4435.03	Montane
7810	265362.60	9142068.69	3118.42	3997.57	301.20	4339.57	Montane
7811	265462.60	9142068.69	3174.39	3910.17	297.27	4244.15	Montane
7812	265562.60	9142068.69	3232.49	3822.77	278.59	4148.92	Montane
7813	265662.60	9142068.69	3292.60	3735.36	256.03	4053.93	Montane
7814	265762.60	9142068.69	3354.61	3647.96	239.46	3959.18	Montane
7815	265862.60	9142068.69	3418.42	3560.56	231.94	3864.70	Montane
7816	265962.60	9142068.69	3483.94	3473.15	228.28	3770.50	Montane
7817	266062.60	9142068.69	3551.06	3385.75	240.53	3676.60	Deciduous
7818	266162.60	9142068.69	3604.42	3298.35	226.41	3583.04	Deciduous
7819	266262.60	9142068.69	3509.62	3210.94	143.74	3489.83	Deciduous
7820	266362.60	9142068.69	3415.11	3123.54	59.64	3397.01	Deciduous
7821	266462.60	9142068.69	3320.92	3036.14	24.03	3304.61	Montane
7822	266562.60	9142068.69	3227.09	2948.73	100.91	3212.67	Montane
7823	266662.60	9142068.69	3133.63	2861.33	177.78	3121.15	Montane
7824	266762.60	9142068.69	3040.59	2773.92	254.66	3029.68	Montane
7825	266862.60	9142068.69	2947.99	2686.52	331.10	2938.26	Montane
7826	266962.60	9142068.69	2855.52	2599.12	408.35	2847.32	Montane
7827	267062.60	9142068.69	2763.24	2511.71	491.11	2757.01	Montane
7828	267162.60	9142068.69	2671.52	2424.31	574.33	2667.39	Montane
7829	267262.60	9142068.69	2580.40	2336.91	657.88	2578.54	Montane
7830	267362.60	9142068.69	2489.97	2249.50	744.70	2490.53	Montane
7831	267462.60	9142068.69	2400.30	2162.10	748.56	2403.46	Deciduous
7832	267562.60	9142068.69	2311.48	2074.70	749.11	2317.43	Montane
7833	267662.60	9142068.69	2223.61	1987.88	762.89	2232.23	Montane
7834	267762.60	9142068.69	2136.80	1902.35	743.70	2147.83	Montane
7835	267862.60	9142068.69	2050.61	1818.30	646.54	2064.81	Deciduous
7836	267962.60	9142068.69	1964.87	1735.95	550.40	1983.37	Deciduous
7837	268062.60	9142068.69	1880.53	1655.54	455.93	1903.70	Deciduous
7838	268162.60	9142068.69	1797.80	1577.37	364.42	1826.03	Deciduous
7839	268262.60	9142068.69	1716.90	1501.79	278.80	1750.06	Deciduous
7840	268362.60	9142068.69	1637.72	1429.22	206.54	1674.23	Deciduous
7841	268462.60	9142068.69	1557.81	1360.13	166.10	1600.04	Deciduous
7842	268562.60	9142068.69	1480.34	1295.09	180.33	1528.79	Deciduous
7843	268662.60	9142068.69	1405.27	1234.72	170.39	1460.23	Deciduous
7844	268762.60	9142068.69	1330.91	1179.76	123.54	1392.04	Deciduous
7845	268862.60	9142068.69	1259.63	1101.54	74.42	1324.42	Deciduous
7846	268962.60	9142068.69	1192.47	1002.37	20.52	1256.81	Deciduous
7847	269062.60	9142068.69	1127.69	903.19	40.96	1189.01	Deciduous
7848	269162.60	9142068.69	1067.06	804.01	105.15	1121.06	Deciduous
7849	269262.60	9142068.69	1009.92	704.83	170.52	1046.38	Deciduous
7850	269362.60	9142068.69	959.56	605.65	188.41	964.87	Deciduous
7851	269462.60	9142068.69	890.64	506.47	163.56	883.35	Deciduous
7852	269562.60	9142068.69	822.16	407.30	155.92	803.84	Deciduous
7853	269662.60	9142068.69	760.70	308.12	150.80	725.63	Deciduous
7854	269762.60	9142068.69	708.08	208.94	150.02	647.42	Deciduous
7855	269862.60	9142068.69	653.76	109.76	159.08	567.79	Deciduous
7856	269962.60	9142068.69	561.20	10.58	174.62	485.68	Deciduous
7857	270062.60	9142068.69	471.30	88.60	183.82	400.58	Deciduous
7858	270162.60	9142068.69	386.40	187.78	155.16	301.86	Deciduous
7859	270262.60	9142068.69	304.16	286.95	116.18	202.05	Deciduous
7860	270362.60	9142068.69	204.16	386.13	92.77	102.60	Deciduous
7861	270462.60	9142068.69	104.16	485.31	74.93	15.22	Deciduous
7862	259462.60	9142168.69	491.41	9229.52	126.45	9686.85	Montane
7863	259562.60	9142168.69	455.18	9138.78	225.75	9595.05	Montane
7864	259662.60	9142168.69	431.48	9048.24	276.14	9503.25	Montane
7865	259762.60	9142168.69	419.16	8957.90	294.96	9411.46	Montane
7866	259862.60	9142168.69	430.37	8867.76	251.28	9319.66	Montane
7867	259962.60	9142168.69	456.34	8777.84	155.94	9227.86	Montane
7868	260062.60	9142168.69	499.59	8688.14	60.60	9136.09	Montane
7869	260162.60	9142168.69	557.62	8598.66	35.65	9044.49	Montane
7870	260262.60	9142168.69	624.55	8509.42	135.56	8953.07	Montane
7871	260362.60	9142168.69	695.61	8420.42	235.50	8861.83	Montane
7872	260462.60	9142168.69	773.10	8331.67	335.45	8770.78	Montane
7873	260562.60	9142168.69	855.26	8243.18	435.39	8679.93	Montane
7874	260662.60	9142168.69	940.89	8154.96	516.23	8589.28	Montane
7875	260762.60	9142168.69	1029.11	8067.01	443.80	8498.85	Montane
7876	260862.60	9142168.69	1119.31	7979.34	377.77	8408.63	Montane
7877	260962.60	9142168.69	1211.06	7891.91	320.46	8318.63	Montane
7878	261062.60	9142168.69	1191.33	7804.51	286.91	8228.87	Montane
7879	261162.60	9142168.69	1175.54	7717.10	266.19	8139.34	Montane
7880	261262.60	9142168.69	1167.86	7629.70	249.40	8049.97	Montane
7881	261362.60	9142168.69	1164.40	7542.30	248.28	7960.61	Montane
7882	261462.60	9142168.69	1168.97	7454.89	257.56	7871.26	Montane
7883	261562.60	9142168.69	1182.02	7367.49	211.34	7782.12	Montane
7884	261662.60	9142168.69	1200.04	7280.09	189.24	7693.25	Montane
7885	261762.60	9142168.69	1223.49	7192.68	196.72	7604.65	Montane
7886	261862.60	9142168.69	1254.50	7105.28	182.06	7516.34	Montane
7887	261962.60	9142168.69	1292.52	7017.88	178.09	7428.33	Montane
7888	262062.60	9142168.69	1330.09	6930.47	186.05	7340.62	Montane
7889	262162.60	9142168.69	1364.30	6843.07	193.49	7253.23	Montane
7890	262262.60	9142168.69	1404.81	6755.67	205.73	7166.17	Montane
7891	262362.60	9142168.69	1446.98	6668.26	215.60	7079.46	Montane
7892	262462.60	9142168.69	1485.37	6580.86	221.77	6993.09	Montane
7893	262562.60	9142168.69	1528.68	6493.46	241.78	6907.10	Montane
7894	262662.60	9142168.69	1552.07	6406.05	270.69	6818.84	Montane
7895	262762.60	9142168.69	1581.26	6318.65	315.53	6730.82	Montane
7896	262862.60	9142168.69	1616.11	6231.25	293.57	6643.15	Montane
7897	262962.60	9142168.69	1656.27	6143.84	217.56	6555.83	Montane
7898	263062.60	9142168.69	1701.38	6056.44	163.96	6468.88	Montane
7899	263162.60	9142168.69	1751.03	5969.04	144.36	6382.30	Montane
7900	263262.60	9142168.69	1804.86	5881.63	137.87	6296.13	Montane
7901	263362.60	9142168.69	1856.75	5794.23	132.93	6210.37	Montane
7902	263462.60	9142168.69	1896.96	5706.83	147.55	6125.04	Montane
7903	263562.60	9142168.69	1941.49	5619.42	165.84	6040.17	Montane
7904	263662.60	9142168.69	1990.06	5532.02	181.17	5955.76	Montane
7905	263762.60	9142168.69	2042.37	5444.61	201.37	5871.84	Montane
7906	263862.60	9142168.69	2098.14	5357.21	224.01	5788.44	Montane
7907	263962.60	9142168.69	2157.11	5269.81	247.51	5702.46	Montane
7908	264062.60	9142168.69	2219.03	5182.40	277.05	5608.59	Montane
7909	264162.60	9142168.69	2283.64	5095.00	290.88	5514.94	Montane
7910	264262.60	9142168.69	2350.74	5007.60	321.49	5420.25	Montane
7911	264362.60	9142168.69	2420.10	4920.19	337.90	5324.36	Montane
7912	264462.60	9142168.69	2491.55	4832.79	362.78	5228.62	Montane
7913	264562.60	9142168.69	2564.91	4745.39	357.00	5133.04	Montane
7914	264662.60	9142168.69	2635.97	4657.98	322.46	5037.58	Montane
7915	264762.60	9142168.69	2702.72	4570.58	295.36	4942.12	Montane
7916	264862.60	9142168.69	2770.43	4483.18	265.88	4846.66	Montane
7917	264962.60	9142168.69	2829.19	4395.77	235.11	4751.20	Montane
7918	265062.60	9142168.69	2876.89	4308.37	208.21	4655.74	Montane
7919	265162.60	9142168.69	2927.24	4220.97	201.25	4560.34	Montane
7920	265262.60	9142168.69	2980.09	4133.56	200.85	4465.14	Montane
7921	265362.60	9142168.69	3035.32	4046.16	201.20	4370.16	Montane
7922	265462.60	9142168.69	3092.79	3958.76	197.88	4275.40	Montane
7923	265562.60	9142168.69	3152.39	3871.35	185.85	4180.89	Montane
7924	265662.60	9142168.69	3214.00	3783.95	171.24	4086.63	Montane
7925	265762.60	9142168.69	3277.50	3696.55	156.20	3992.66	Montane
7926	265862.60	9142168.69	3342.78	3609.14	149.03	3898.99	Montane
7927	265962.60	9142168.69	3409.75	3521.74	144.60	3805.64	Montane
7928	266062.60	9142168.69	3478.31	3434.34	140.87	3712.63	Deciduous
7929	266162.60	9142168.69	3548.36	3346.93	131.56	3620.00	Deciduous
7930	266262.60	9142168.69	3543.12	3259.53	87.47	3527.77	Deciduous
7931	266362.60	9142168.69	3449.53	3172.13	4.80	3435.98	Deciduous
7932	266462.60	9142168.69	3356.31	3084.72	77.87	3344.50	Montane
7933	266562.60	9142168.69	3263.49	2997.32	163.25	3253.03	Montane
7934	266662.60	9142168.69	3171.00	2909.91	241.74	3161.69	Montane
7935	266762.60	9142168.69	3078.55	2822.51	318.61	3070.85	Montane
7936	266862.60	9142168.69	2986.46	2735.11	395.49	2980.61	Montane
7937	266962.60	9142168.69	2894.90	2647.70	472.04	2891.00	Montane
7938	267062.60	9142168.69	2803.91	2560.30	548.58	2802.10	Montane
7939	267162.60	9142168.69	2713.56	2472.90	629.78	2713.97	Deciduous
7940	267262.60	9142168.69	2623.91	2385.49	713.00	2626.69	Montane
7941	267362.60	9142168.69	2535.03	2298.09	796.22	2540.35	Montane
7942	267462.60	9142168.69	2447.01	2211.02	848.39	2454.97	Montane
7943	267562.60	9142168.69	2359.95	2125.06	848.88	2370.10	Montane
7944	267662.60	9142168.69	2273.69	2040.39	861.06	2286.41	Deciduous
7945	267762.60	9142168.69	2187.67	1957.16	771.95	2204.08	Deciduous
7946	267862.60	9142168.69	2102.76	1875.57	678.85	2123.27	Deciduous
7947	267962.60	9142168.69	2019.22	1795.84	588.02	2044.16	Deciduous
7948	268062.60	9142168.69	1937.25	1718.24	500.70	1966.95	Deciduous
7949	268162.60	9142168.69	1857.04	1643.05	419.08	1891.08	Deciduous
7950	268262.60	9142168.69	1777.50	1570.64	347.22	1815.32	Deciduous
7951	268362.60	9142168.69	1698.27	1501.40	292.39	1741.40	Deciduous
7952	268462.60	9142168.69	1621.35	1435.79	215.92	1670.19	Deciduous
7953	268562.60	9142168.69	1546.45	1374.33	145.48	1601.57	Deciduous
7954	268662.60	9142168.69	1472.25	1287.11	82.06	1533.33	Deciduous
7955	268762.60	9142168.69	1401.02	1187.93	35.20	1465.72	Deciduous
7956	268862.60	9142168.69	1333.50	1088.75	12.67	1398.10	Deciduous
7957	268962.60	9142168.69	1268.49	989.57	61.83	1330.33	Deciduous
7958	269062.60	9142168.69	1206.76	890.40	119.83	1262.38	Deciduous
7959	269162.60	9142168.69	1148.50	791.22	181.31	1185.82	Deciduous
7960	269262.60	9142168.69	1095.38	692.04	164.16	1104.31	Deciduous
7961	269362.60	9142168.69	1032.06	592.86	99.64	1023.08	Deciduous
7962	269462.60	9142168.69	963.25	493.68	66.43	944.36	Deciduous
7963	269562.60	9142168.69	900.31	394.50	56.08	866.15	Deciduous
7964	269662.60	9142168.69	844.56	295.32	50.81	787.94	Deciduous
7965	269762.60	9142168.69	784.60	196.15	50.03	706.98	Deciduous
7966	269862.60	9142168.69	693.74	96.97	60.04	612.40	Deciduous
7967	269962.60	9142168.69	593.95	2.21	76.38	514.53	Deciduous
7968	270062.60	9142168.69	494.24	101.39	83.88	417.67	Deciduous
7969	270162.60	9142168.69	394.67	200.57	64.76	322.72	Deciduous
7970	270262.60	9142168.69	295.39	299.75	23.07	232.06	Deciduous
7971	270362.60	9142168.69	196.85	398.92	3.28	153.49	Deciduous
7972	270462.60	9142168.69	101.20	498.10	24.42	64.96	Deciduous
7973	259462.60	9142268.69	400.47	9271.79	125.72	9726.51	Deciduous
7974	259562.60	9142268.69	359.98	9181.47	224.82	9634.71	Montane
7975	259662.60	9142268.69	334.24	9091.35	324.04	9542.92	Montane
7976	259762.60	9142268.69	319.17	9001.44	367.46	9451.12	Montane
7977	259862.60	9142268.69	332.93	8911.74	267.52	9359.39	Montane
7978	259962.60	9142268.69	364.05	8822.27	167.57	9267.84	Montane
7979	260062.60	9142268.69	416.98	8733.02	67.63	9176.46	Montane
7980	260162.60	9142268.69	483.26	8644.01	32.32	9085.26	Montane
7981	260262.60	9142268.69	554.48	8555.24	132.26	8994.26	Montane
7982	260362.60	9142268.69	633.44	8466.73	232.21	8903.44	Montane
7983	260462.60	9142268.69	717.66	8378.47	332.16	8812.82	Montane
7984	260562.60	9142268.69	805.50	8290.48	432.10	8722.41	Deciduous
7985	260662.60	9142268.69	895.90	8202.76	532.05	8632.21	Deciduous
7986	260762.60	9142268.69	988.15	8115.30	518.89	8542.23	Montane
7987	260862.60	9142268.69	1081.77	8027.90	457.54	8452.47	Montane
7988	260962.60	9142268.69	1119.44	7940.50	411.49	8362.95	Montane
7989	261062.60	9142268.69	1093.51	7853.09	384.02	8273.58	Deciduous
7990	261162.60	9142268.69	1076.28	7765.69	364.77	8184.21	Deciduous
7991	261262.60	9142268.69	1068.00	7678.29	348.21	8094.87	Montane
7992	261362.60	9142268.69	1064.40	7590.88	348.05	8005.72	Deciduous
7993	261462.60	9142268.69	1069.40	7503.48	345.98	7916.83	Montane
7994	261562.60	9142268.69	1083.65	7416.08	304.13	7828.21	Montane
7995	261662.60	9142268.69	1102.14	7328.67	289.21	7739.86	Montane
7996	261762.60	9142268.69	1127.63	7241.27	295.18	7651.81	Montane
7997	261862.60	9142268.69	1161.20	7153.87	280.72	7564.05	Montane
7998	261962.60	9142268.69	1202.17	7066.46	276.67	7476.60	Montane
7999	262062.60	9142268.69	1235.36	6979.06	285.78	7389.46	Montane
8000	262162.60	9142268.69	1272.13	6891.66	292.78	7302.66	Montane
8001	262262.60	9142268.69	1315.48	6804.25	304.94	7216.20	Montane
8002	262362.60	9142268.69	1353.94	6716.85	315.41	7130.09	Montane
8003	262462.60	9142268.69	1394.89	6629.45	321.58	7042.36	Montane
8004	262562.60	9142268.69	1431.06	6542.04	337.52	6954.30	Montane
8005	262662.60	9142268.69	1455.81	6454.64	366.40	6866.57	Montane
8006	262762.60	9142268.69	1486.89	6367.24	349.95	6779.18	Montane
8007	262862.60	9142268.69	1523.90	6279.83	252.22	6692.14	Montane
8008	262962.60	9142268.69	1566.43	6192.43	157.36	6605.46	Montane
8009	263062.60	9142268.69	1614.04	6105.03	76.87	6519.17	Montane
8010	263162.60	9142268.69	1666.31	6017.62	44.83	6433.28	Montane
8011	263262.60	9142268.69	1721.74	5930.22	38.00	6347.79	Montane
8012	263362.60	9142268.69	1764.64	5842.82	33.06	6262.74	Montane
8013	263462.60	9142268.69	1806.90	5755.41	51.57	6178.14	Montane
8014	263562.60	9142268.69	1853.60	5668.01	66.74	6094.00	Montane
8015	263662.60	9142268.69	1904.41	5580.60	83.11	6010.35	Montane
8016	263762.60	9142268.69	1959.00	5493.20	103.61	5924.66	Montane
8017	263862.60	9142268.69	2017.09	5405.80	127.29	5830.94	Montane
8018	263962.60	9142268.69	2078.36	5318.39	150.47	5736.27	Montane
8019	264062.60	9142268.69	2142.55	5230.99	178.52	5640.44	Montane
8020	264162.60	9142268.69	2209.40	5143.59	192.98	5544.75	Montane
8021	264262.60	9142268.69	2278.68	5056.18	228.77	5449.21	Montane
8022	264362.60	9142268.69	2350.18	4968.78	238.76	5353.75	Montane
8023	264462.60	9142268.69	2423.69	4881.38	272.84	5258.29	Montane
8024	264562.60	9142268.69	2494.89	4793.97	270.04	5162.83	Montane
8025	264662.60	9142268.69	2561.46	4706.57	226.23	5067.37	Montane
8026	264762.60	9142268.69	2629.07	4619.17	199.10	4971.91	Montane
8027	264862.60	9142268.69	2694.56	4531.76	172.07	4876.54	Montane
8028	264962.60	9142268.69	2740.97	4444.36	138.64	4781.36	Montane
8029	265062.60	9142268.69	2790.18	4356.96	111.90	4686.38	Montane
8030	265162.60	9142268.69	2842.06	4269.55	101.26	4591.62	Montane
8031	265262.60	9142268.69	2896.47	4182.15	100.85	4497.08	Montane
8032	265362.60	9142268.69	2953.26	4094.75	101.20	4402.78	Montane
8033	265462.60	9142268.69	3012.30	4007.34	98.49	4308.74	Montane
8034	265562.60	9142268.69	3073.46	3919.94	86.85	4214.98	Montane
8035	265662.60	9142268.69	3136.62	3832.54	72.38	4121.50	Montane
8036	265762.60	9142268.69	3201.65	3745.13	57.34	4028.35	Montane
8037	265862.60	9142268.69	3268.45	3657.73	49.22	3935.52	Montane
8038	265962.60	9142268.69	3336.91	3570.33	44.66	3843.06	Montane
8039	266062.60	9142268.69	3406.93	3482.92	41.04	3750.98	Montane
8040	266162.60	9142268.69	3477.76	3395.52	32.40	3659.32	Deciduous
8041	266262.60	9142268.69	3548.60	3308.11	13.98	3567.85	Deciduous
8042	266362.60	9142268.69	3486.48	3220.71	51.35	3476.39	Deciduous
8043	266462.60	9142268.69	3394.01	3133.31	134.13	3385.14	Montane
8044	266562.60	9142268.69	3301.65	3045.90	216.80	3294.39	Montane
8045	266662.60	9142268.69	3209.74	2958.50	300.56	3204.20	Montane
8046	266762.60	9142268.69	3118.31	2871.10	382.56	3114.60	Montane
8047	266862.60	9142268.69	3027.44	2783.69	459.44	3025.66	Montane
8048	266962.60	9142268.69	2937.15	2696.29	536.32	2937.43	Montane
8049	267062.60	9142268.69	2847.51	2608.89	612.98	2849.98	Montane
8050	267162.60	9142268.69	2758.59	2521.48	689.30	2763.38	Montane
8051	267262.60	9142268.69	2670.45	2434.25	768.69	2677.71	Montane
8052	267362.60	9142268.69	2583.18	2347.95	851.67	2592.60	Montane
8053	267462.60	9142268.69	2496.78	2262.77	934.89	2508.37	Montane
8054	267562.60	9142268.69	2410.62	2178.86	948.70	2425.33	Montane
8055	267662.60	9142268.69	2325.25	2096.36	902.12	2343.61	Deciduous
8056	267762.60	9142268.69	2241.08	2015.44	811.63	2263.36	Montane
8057	267862.60	9142268.69	2158.27	1936.31	723.65	2184.75	Montane
8058	267962.60	9142268.69	2076.97	1859.19	639.22	2107.94	Montane
8059	268062.60	9142268.69	1997.37	1784.34	559.94	2032.09	Deciduous
8060	268162.60	9142268.69	1917.52	1712.06	474.14	1956.47	Deciduous
8061	268262.60	9142268.69	1838.89	1642.69	374.37	1882.77	Deciduous
8062	268362.60	9142268.69	1762.43	1571.85	274.78	1811.60	Deciduous
8063	268462.60	9142268.69	1687.62	1472.67	175.65	1742.91	Deciduous
8064	268562.60	9142268.69	1613.61	1373.49	78.74	1674.64	Deciduous
8065	268662.60	9142268.69	1542.43	1274.32	4.47	1607.01	Deciduous
8066	268762.60	9142268.69	1474.59	1175.14	53.15	1539.40	Deciduous
8067	268862.60	9142268.69	1409.41	1075.96	100.00	1471.64	Deciduous
8068	268962.60	9142268.69	1346.71	976.78	148.91	1403.70	Deciduous
8069	269062.60	9142268.69	1287.70	877.60	134.02	1325.26	Deciduous
8070	269162.60	9142268.69	1232.47	778.42	123.30	1243.75	Deciduous
8071	269262.60	9142268.69	1173.47	679.25	85.61	1163.21	Deciduous
8072	269362.60	9142268.69	1104.42	580.07	23.23	1084.89	Deciduous
8073	269462.60	9142268.69	1040.41	480.89	30.61	1006.68	Deciduous
8074	269562.60	9142268.69	982.43	381.71	43.76	926.80	Deciduous
8075	269662.60	9142268.69	894.48	282.53	49.19	829.85	Deciduous
8076	269762.60	9142268.69	794.73	183.35	49.97	733.73	Deciduous
8077	269862.60	9142268.69	695.04	84.18	38.99	638.80	Deciduous
8078	269962.60	9142268.69	595.46	15.00	21.87	545.68	Deciduous
8079	270062.60	9142268.69	495.48	114.18	16.05	455.49	Deciduous
8080	270162.60	9142268.69	395.50	213.36	23.96	370.38	Deciduous
8081	270262.60	9142268.69	295.51	312.54	68.30	285.39	Deciduous
8082	270362.60	9142268.69	195.55	411.72	100.44	189.70	Deciduous
8083	270462.60	9142268.69	95.67	510.89	123.41	93.14	Deciduous
8084	259462.60	9142368.69	309.52	9314.94	126.59	9766.17	Deciduous
8085	259562.60	9142368.69	267.94	9225.04	193.31	9674.38	Montane
8086	259662.60	9142368.69	237.00	9135.35	271.04	9582.70	Montane
8087	259762.60	9142368.69	219.17	9045.87	298.48	9491.20	Montane
8088	259862.60	9142368.69	235.52	8956.62	237.60	9399.86	Montane
8089	259962.60	9142368.69	277.15	8867.60	152.77	9308.71	Montane
8090	260062.60	9142368.69	341.98	8778.82	57.37	9217.74	Montane
8091	260162.60	9142368.69	413.54	8690.28	38.03	9126.95	Montane
8092	260262.60	9142368.69	494.78	8601.99	133.75	9036.36	Montane
8093	260362.60	9142368.69	581.90	8513.96	232.17	8945.97	Montane
8094	260462.60	9142368.69	672.61	8426.19	331.53	8855.79	Montane
8095	260562.60	9142368.69	765.64	8338.70	431.19	8765.82	Deciduous
8096	260662.60	9142368.69	860.23	8251.29	530.98	8676.07	Deciduous
8097	260762.60	9142368.69	955.93	8163.89	596.65	8586.55	Montane
8098	260862.60	9142368.69	1052.42	8076.49	544.03	8497.18	Montane
8099	260962.60	9142368.69	1024.52	7989.08	505.92	8407.82	Montane
8100	261062.60	9142368.69	996.12	7901.68	481.14	8318.47	Deciduous
8101	261162.60	9142368.69	977.18	7814.28	463.35	8229.32	Montane
8102	261262.60	9142368.69	968.14	7726.87	447.52	8140.41	Montane
8103	261362.60	9142368.69	964.40	7639.47	447.81	8051.77	Deciduous
8104	261462.60	9142368.69	969.92	7552.07	434.95	7963.39	Montane
8105	261562.60	9142368.69	985.60	7464.66	400.41	7875.30	Montane
8106	261662.60	9142368.69	1004.65	7377.26	389.19	7787.49	Montane
8107	261762.60	9142368.69	1032.55	7289.86	394.41	7699.97	Montane
8108	261862.60	9142368.69	1069.11	7202.45	379.38	7612.77	Montane
8109	261962.60	9142368.69	1109.48	7115.05	376.00	7525.88	Montane
8110	262062.60	9142368.69	1141.54	7027.65	385.62	7439.33	Montane
8111	262162.60	9142368.69	1181.23	6940.24	392.07	7353.11	Montane
8112	262262.60	9142368.69	1224.73	6852.84	404.14	7265.89	Montane
8113	262362.60	9142368.69	1261.96	6765.44	415.22	7177.79	Montane
8114	262462.60	9142368.69	1305.80	6678.03	421.39	7090.00	Montane
8115	262562.60	9142368.69	1333.57	6590.63	434.00	7002.54	Montane
8116	262662.60	9142368.69	1360.09	6503.23	445.81	6915.42	Montane
8117	262762.60	9142368.69	1393.30	6415.82	346.26	6828.65	Montane
8118	262862.60	9142368.69	1432.73	6328.42	247.07	6742.25	Montane
8119	262962.60	9142368.69	1477.89	6241.02	148.97	6656.23	Montane
8120	263062.60	9142368.69	1528.27	6153.61	57.79	6570.60	Montane
8121	263162.60	9142368.69	1582.98	6066.21	54.71	6485.39	Montane
8122	263262.60	9142368.69	1633.84	5978.80	61.88	6400.60	Montane
8123	263362.60	9142368.69	1673.43	5891.40	66.82	6316.26	Montane
8124	263462.60	9142368.69	1717.94	5804.00	45.79	6232.39	Montane
8125	263562.60	9142368.69	1766.99	5716.59	32.35	6146.95	Montane
8126	263662.60	9142368.69	1820.22	5629.19	14.94	6052.32	Montane
8127	263762.60	9142368.69	1877.27	5541.79	5.85	5956.53	Montane
8128	263862.60	9142368.69	1937.80	5454.38	30.04	5860.88	Montane
8129	263962.60	9142368.69	2001.50	5366.98	56.14	5765.38	Montane
8130	264062.60	9142368.69	2068.08	5279.58	79.90	5669.92	Montane
8131	264162.60	9142368.69	2137.26	5192.17	98.60	5574.46	Montane
8132	264262.60	9142368.69	2208.81	5104.77	136.05	5479.00	Montane
8133	264362.60	9142368.69	2282.49	5017.37	140.84	5383.54	Montane
8134	264462.60	9142368.69	2353.84	4929.96	187.86	5288.08	Montane
8135	264562.60	9142368.69	2420.20	4842.56	183.54	5192.74	Montane
8136	264662.60	9142368.69	2487.72	4755.16	133.46	5097.58	Montane
8137	264762.60	9142368.69	2557.09	4667.75	102.85	5002.61	Montane
8138	264862.60	9142368.69	2605.62	4580.35	76.22	4907.84	Montane
8139	264962.60	9142368.69	2653.58	4492.95	43.62	4813.28	Montane
8140	265062.60	9142368.69	2704.38	4405.54	15.68	4718.94	Montane
8141	265162.60	9142368.69	2757.88	4318.14	1.26	4624.85	Montane
8142	265262.60	9142368.69	2813.91	4230.74	0.85	4531.00	Montane
8143	265362.60	9142368.69	2872.34	4143.33	1.21	4437.42	Montane
8144	265462.60	9142368.69	2933.01	4055.93	0.90	4344.13	Montane
8145	265562.60	9142368.69	2995.79	3968.53	12.14	4251.15	Montane
8146	265662.60	9142368.69	3060.55	3881.12	26.49	4158.49	Montane
8147	265762.60	9142368.69	3127.16	3793.72	41.52	4066.18	Montane
8148	265862.60	9142368.69	3195.52	3706.32	50.60	3974.24	Montane
8149	265962.60	9142368.69	3265.51	3618.91	55.27	3882.68	Montane
8150	266062.60	9142368.69	3336.35	3531.51	58.89	3791.21	Montane
8151	266162.60	9142368.69	3407.19	3444.10	60.66	3699.75	Montane
8152	266262.60	9142368.69	3479.47	3356.70	20.40	3608.60	Montane
8153	266362.60	9142368.69	3445.48	3269.30	104.87	3517.94	Montane
8154	266462.60	9142368.69	3383.71	3181.89	189.34	3427.79	Montane
8155	266562.60	9142368.69	3323.81	3094.49	273.07	3338.21	Montane
8156	266662.60	9142368.69	3250.97	3007.09	355.74	3249.23	Montane
8157	266762.60	9142368.69	3160.74	2919.68	438.41	3160.92	Montane
8158	266862.60	9142368.69	3071.12	2832.28	523.39	3073.32	Montane
8159	266962.60	9142368.69	2982.16	2744.88	600.27	2986.49	Montane
8160	267062.60	9142368.69	2893.92	2657.54	677.15	2900.52	Montane
8161	267162.60	9142368.69	2806.46	2570.95	753.92	2815.28	Montane
8162	267262.60	9142368.69	2719.87	2485.38	830.22	2730.59	Montane
8163	267362.60	9142368.69	2633.68	2400.91	908.34	2646.97	Montane
8164	267462.60	9142368.69	2547.93	2317.69	990.34	2564.51	Montane
